item1,totalPlayerScore,unrealKills,objectivePlayerScore,largestCriticalStrike,totalDamageDealt,magicDamageDealtToChampions,largestMultiKill,largestKillingSpree,quadraKills,magicDamageTaken,towerKills,totalTimeCrowdControlDealt,neutralMinionsKilledEnemyJungle,firstTowerAssist,neutralMinionsKilledTeamJungle,physicalDamageDealt,item2,item3,item0,winner,item6,wardsPlaced,item4,item5,minionsKilled,tripleKills,champLevel,magicDamageDealt,kills,doubleKills,firstInhibitorKill,trueDamageTaken,firstBloodAssist,firstBloodKill,assists,deaths,neutralMinionsKilled,combatPlayerScore,visionWardsBoughtInGame,physicalDamageDealtToChampions,goldSpent,trueDamageDealt,trueDamageDealtToChampions,pentaKills,firstInhibitorAssist,firstTowerKill,totalHeal,wardsKilled,goldEarned,sightWardsBoughtInGame,totalDamageDealtToChampions,totalUnitsHealed,inhibitorKills,totalScoreRank,totalDamageTaken,killingSprees,physicalDamageTaken
1400,0,0,0,300,156959,870,2,3,0,3849,1,511,56,False,55,147468,3142,3006,3046,False,3340,10,1011,3082,76,0,15,3987,6,1,False,406,False,True,2,5,111,0,4,8117,11625,5504,532,0,False,False,4104,4,11771,0,9520,1,0,0,19342,2,15086
