firstDragon,bans,firstInhibitor,baronKills,firstRiftHerald,winner,firstBaron,riftheraldKills,firstBlood,teamId,firstTower,vilemawKills,inhibitorKills,towerKills,dominionVictoryScore,dragonKills
True,0,1,5,0,1
False,"[{u'pickTurn': 2, u'championId': 107}, {u'pickTurn': 4, u'championId': 121}, {u'pickTurn': 6, u'championId': 13}]",False,2,False,True,True,0,False,200,False,0,1,10,0,3
