champion,lane,matchID,platformID,queue,region,role,season,timestamp
90,BOTTOM,2414122861,NA1,TEAM_BUILDER_RANKED_SOLO,NA,DUO_SUPPORT,PRESEASON2017,1485979927939
104,JUNGLE,2413915430,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1485929895664
90,BOTTOM,2413901282,NA1,TEAM_BUILDER_RANKED_SOLO,NA,DUO_SUPPORT,PRESEASON2017,1485927024168
81,BOTTOM,2413699829,NA1,TEAM_BUILDER_RANKED_SOLO,NA,DUO_CARRY,PRESEASON2017,1485913144890
202,BOTTOM,2413533891,NA1,TEAM_BUILDER_RANKED_SOLO,NA,DUO_CARRY,PRESEASON2017,1485910979378
120,JUNGLE,2413530240,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1485909338789
51,BOTTOM,2413352918,NA1,TEAM_BUILDER_RANKED_SOLO,NA,DUO_CARRY,PRESEASON2017,1485904899461
104,JUNGLE,2413298653,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1485902420207
104,JUNGLE,2413294354,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1485899629646
202,BOTTOM,2413279007,NA1,TEAM_BUILDER_RANKED_SOLO,NA,DUO_CARRY,PRESEASON2017,1485896958684
104,JUNGLE,2413248444,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1485895467680
