champion,lane,matchID,platformID,queue,region,role,season,timestamp
64,JUNGLE,2395944211,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1484047025875
64,JUNGLE,2395943404,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1484044927551
107,JUNGLE,2395952527,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1484043006522
254,JUNGLE,2395923788,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1484040957554
421,JUNGLE,2395921768,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1484038144906
121,JUNGLE,2395877814,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1484036277170
64,JUNGLE,2395885402,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1484033933472
121,JUNGLE,2395350166,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1483963980522
154,JUNGLE,2395299165,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1483960672321
154,JUNGLE,2395307740,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1483957644373
154,JUNGLE,2395278855,NA1,TEAM_BUILDER_RANKED_SOLO,NA,NONE,PRESEASON2017,1483954961663
